"","ID","date","postcode","property_type","whether_old_or_new","freehold_or_leasehold","address1","address2","address3","town","local_aut","county","postcode_short","current_energy_rating","total_floor_area","number_habitable_rooms","co2_emissions_current","co2_emissions_potential","energy_consumption_current","energy_consumption_potential","windows_energy_eff","tenure","latitude","longitude","population","altitude","london_zone","nearest_station","water_company","average_income","district","type_of_closest_station","num_tube_lines","num_rail_lines","num_light_rail_lines","distance_to_station","asking_price","predict","profit_pct","buy"
"564",1181,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"EN4","D",190,7,6.6,4.9,199,145,"Average","owner-occupied",51.641616,-0.158142,76,57,4,"oakleigh park","Affinity Water",55500,"Barnet","rail",0,1,0,0.6580626,809000,901511.929643098,11.4353435899997,0
"565",4598,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW11","C",177,6,4.2,2.7,134,85,"Good","owner-occupied",51.463341,-0.157569,120,24,2,"clapham junction","Thames Water",80600,"Wandsworth","light_rail",0,1,1,0.7637006,1398000,1557136.63799219,11.383164377124,0
"566",1977,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SM5","D",66,3,3.3,0.9,272,66,"Good","owner-occupied",51.368259,-0.167124,32,40,5,"carshalton","SES Water",65400,"Sutton","rail",0,1,0,0.1093664,331000,368428.836842642,11.3078056926412,0
"567",3247,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"UB8","D",162,7,5.8,3,203,103,"Average","owner-occupied",51.528369,-0.45277,66,45,6,"west drayton","Affinity Water",49300,"Hillingdon","rail",0,1,0,2.0077434,619000,688882.255742243,11.2895405076321,0
"568",4991,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"HA5","D",89,5,3.8,1.3,242,77,"Good","owner-occupied",51.592114,-0.374931,117,60,5,"pinner","Affinity Water",68600,"Harrow","tube",1,0,0,0.5455892,496000,551883.617941216,11.2668584558903,0
"569",4998,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"BR6","D",109,6,4.7,2.8,209,114,"Average","owner-occupied",51.367114,0.08125,46,87,6,"orpington","Thames Water",66900,"Bromley","rail",0,1,0,0.7742644,564000,627032.181669888,11.1759187357957,0
"570",9778,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W9","D",58,3,2.7,1.4,270,139,"Good","rental (private)",51.531668,-0.183589,53,39,2,"maida vale","Thames Water",59600,"Westminster","tube",2,0,0,0.1037738,579000,643456.221371652,11.1323352973492,0
"571",15834,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"HA0","C",99,5,3.3,1.1,187,61,"Average","owner-occupied",51.544829,-0.286799,83,42,3,"stonebridge park","Affinity Water",48900,"Brent","tube",2,0,1,0.764322,485000,538958.46991996,11.1254577154556,0
"572",11360,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SE21","E",185,7,11,11,310,303,"Poor","owner-occupied",51.439301,-0.097156,88,39,3,"west dulwich","Thames Water",58200,"Southwark","rail",0,1,0,0.4157166,1182000,1312619.45863361,11.0507156204406,0
"573",5251,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W13","C",54,3,1.8,1.5,192,162,"Average","owner-occupied",51.502806,-0.323373,19,27,3,"northfields","Thames Water",63600,"Ealing","tube",1,0,0,0.5524246,336000,373082.199324297,11.036368846517,0
"574",13992,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"HA3","D",119,6,5.6,2.7,266,126,"Average","owner-occupied",51.583373,-0.306039,100,45,4,"kenton","Affinity Water",60700,"Brent","tube",2,0,1,0.4554862,593000,658420.567543336,11.0321361793147,0
"575",12204,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"KT6","D",51.42,3,3.5,3.5,409,400,"Very Poor","owner-occupied",51.389022,-0.297647,76,35,6,"surbiton","Thames Water",57900,"Kingston upon Thames","rail",0,1,0,0.5884658,281000,311557.993600639,10.8747308187327,0
"576",7017,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"BR6","D",76,5,3,1,228,72,"Average","owner-occupied",51.373418,0.114856,76,81,6,"orpington","Thames Water",55700,"Bromley","rail",0,1,0,1.382615,348000,385778.983359308,10.8560297009506,0
"577",8626,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE21","D",106,5,4.6,1.4,245,71,"Poor","owner-occupied",51.443724,-0.094856,55,34,3,"west dulwich","Thames Water",55900,"Southwark","rail",0,1,0,0.2647164,6e+05,665087.496893606,10.8479161489344,0
"578",12757,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW9","D",52,3,2.8,2.3,282,232,"Average","owner-occupied",51.471382,-0.122487,97,10,2,"stockwell","Thames Water",54900,"Lambeth","tube",2,0,0,0.2162472,411000,455273.406106924,10.7721182741906,0
"579",3834,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"KT4","E",96,5,6.9,2.4,406,139,"Average","owner-occupied",51.384214,-0.247176,75,23,4,"worcester park","Thames Water",65000,"Sutton","rail",0,1,0,0.4063956,514000,569322.233276298,10.7630804039491,0
"580",10395,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"DA17","D",67,4,3.7,0.9,285,67,"Poor","owner-occupied",51.490458,0.149136,76,15,5,"belvedere","Thames Water",45700,"Bexley","rail",0,1,0,0.3747042,284000,314538.827738829,10.7531083587425,0
"581",3789,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW17","D",49,3,2.2,2.1,271,259,"Average","owner-occupied",51.431037,-0.152827,37,35,3,"tooting bec","Thames Water",69000,"Wandsworth","tube",1,0,0,0.6375564,363000,401859.035459189,10.7049684460575,0
"582",12897,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"N20","D",224,10,10,4,260,99,"Poor","owner-occupied",51.624575,-0.16672,60,88,4,"totteridge and whetstone","Affinity Water",52200,"Barnet","tube",1,0,0,0.8277048,1001000,1107912.57308663,10.6805767319308,0
"583",8350,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"CR8","D",83,5,3.8,1.1,258,75,"Good","owner-occupied",51.32577,-0.10836,112,109,6,"kenley","SES Water",60700,"Croydon","rail",0,1,0,0.4032886,380000,420544.005990633,10.6694752606929,0
"584",4182,NA,NA,"T","N","L",NA,NA,NA,NA,NA,NA,"NW9","D",74.84,5,3.7,2.4,293,190,"Very Poor","owner-occupied",51.575316,-0.268413,73,68,4,"kingsbury","Affinity Water",50000,"Brent","tube",1,0,0,1.3192322,402000,444685.037471177,10.6181685251684,0
"585",639,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"BR3","C",102,3,2.6,2.1,146,117,"Average","owner-occupied",51.411723,-0.017026,101,46,4,"beckenham junction","Thames Water",60200,"Bromley","light_rail",0,2,1,0.469157,407000,450095.932757077,10.5886812670952,0
"586",8021,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"KT6","D",41,2,3.9,2.7,561,393,"Average","rental (private)",51.391027,-0.297552,33,39,6,"surbiton","Thames Water",57900,"Kingston upon Thames","rail",0,1,0,0.4747496,241000,266384.460053226,10.5329709764423,0
"587",83,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW8","D",198,8,6.7,3.2,183,85,"Very Poor","owner-occupied",51.477586,-0.125159,50,8,1,"stockwell","Thames Water",49900,"Lambeth","tube",1,0,0,0.385268,1498000,1655736.30889725,10.5297936513521,0
"588",3534,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E8","D",93,4,4.6,1.5,278,87,"Good","owner-occupied",51.552649,-0.071038,123,26,2,"dalston kingsland","Thames Water",52000,"Hackney","light_rail",0,0,1,0.456729,589000,650949.081247046,10.5176708399059,0
"589",15590,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"HA4","E",88,4,5.5,1.2,356,78,"Average","owner-occupied",51.571174,-0.40129,41,45,5,"eastcote","Affinity Water",58100,"Hillingdon","tube",2,0,0,0.6512272,465000,513556.603792915,10.4422803855731,0
"590",3300,NA,NA,"F","N","F",NA,NA,NA,NA,NA,NA,"SM4","D",47,3,2.7,1.2,338,146,"Good","owner-occupied",51.398106,-0.185061,132,21,3,"belgrave walk","SES Water",49800,"Merton","light_rail",0,0,1,0.562367,252000,278073.963265291,10.3468108195601,0
"591",3785,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM6","D",113,6,4.9,2.5,248,126,"Average","owner-occupied",51.57931,0.121313,78,26,5,"chadwell heath","Essex & Suffolk Water",46600,"Redbridge","rail",0,1,0,0.9706268,393000,433347.639991519,10.2665750614551,0
"592",4682,NA,NA,"F","N","L",NA,NA,NA,"WANSTEAD",NA,NA,"E11","C",44,2,1.8,1.4,245,190,"Average","owner-occupied",51.576816,0.026896,53,31,4,"wanstead","Thames Water",55000,"Redbridge","tube",1,0,0,0.1298726,179000,197320.393630783,10.2348567769737,0
"593",11195,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E17","D",46,2,2.6,1.1,321,135,"Very Poor","rental (private)",51.583368,-0.039599,184,10,3,"blackhorse road","Thames Water",50700,"Waltham Forest","tube",1,0,1,0.3088358,252000,277748.149739905,10.2175197380575,0
"594",14708,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR6","E",97,5,8.5,3.7,433,169,"Good","owner-occupied",51.368799,0.084559,50,81,6,"orpington","Thames Water",66900,"Bromley","rail",0,1,0,0.5890872,521000,574026.51542526,10.1778340547523,0
"595",5393,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"CR4","D",95.6104,6,4.5,3.6,279,226,"Good","rental (social)",51.408824,-0.162497,29,23,3,"mitcham eastfields","Thames Water",45700,"Merton","rail",0,1,0,0.6387992,396000,436213.328183546,10.1548808544308,0
"596",13837,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW19","D",47.31,2,3.2,3,366,342,"Average","rental (private)",51.417299,-0.192225,53,17,3,"south wimbledon","Thames Water",66200,"Merton","tube",1,0,0,0.0764322,307000,338018.249164886,10.10366422309,0
"597",11414,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"CR4","C",47,3,1.7,1.2,203,149,"Very Poor","rental (private)",51.412596,-0.171315,170,18,3,"colliers wood","Thames Water",52500,"Merton","tube",1,0,0,0.817141,275000,302702.849743854,10.0737635432196,0
"598",7838,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E12","D",119,7,4.1,1.5,194,72,"Average","owner-occupied",51.548463,0.055766,91,10,3,"woodgrange park","Thames Water",41600,"Redbridge","light_rail",0,0,1,0.5692024,507000,557866.552191457,10.0328505308594,0
"599",10427,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"IG2","E",146,7,8.4,3.5,327,136,"Average","owner-occupied",51.575091,0.093393,82,20,4,"newbury park","Essex & Suffolk Water",49700,"Redbridge","tube",1,0,0,0.267202,477000,524785.837544151,10.0179952922748,0
"600",9097,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E10","E",106,6,5.4,2.2,290,120,"Average","owner-occupied",51.577072,-0.005363,102,26,3,"leyton midland road","Thames Water",50300,"Waltham Forest","light_rail",0,0,1,0.5928156,511000,562054.429195598,9.99108203436351,0
"601",15033,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"HA5","D",57,3,2.9,1.4,265,129,"Average","owner-occupied",51.594202,-0.406531,53,55,6,"northwood hills","Affinity Water",60700,"Harrow","tube",1,0,0,0.7624578,276000,303544.451514872,9.97987373727243,0
"602",1057,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"W4","E",97.3,5,6.5,5.7,303,266,"Average","owner-occupied",51.49138,-0.257589,100,8,2,"turnham green","Thames Water",60700,"Hounslow","tube",2,0,0,0.4486508,930000,1022784.03421731,9.97677787282895,0
"603",1043,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"HA8","D",104,5,4,1.8,219,98,"Average","owner-occupied",51.603145,-0.258715,91,54,4,"burnt oak","Affinity Water",43800,"Barnet","tube",1,0,0,0.3566836,454000,499280.245031526,9.97362225364004,0
"604",3624,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E17","C",111,5,3,1.4,155,70,"Average","rental (private)",51.598533,-0.022645,120,15,3,"walthamstow central","Thames Water",54500,"Waltham Forest","tube",1,0,1,1.1700962,604000,664206.854501116,9.96802226839674,0
"605",3673,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE14","D",62,4,2.4,0.6,218,56,"Average","owner-occupied",51.479993,-0.052273,104,4,2,"queens road peckham","Thames Water",49700,"Lewisham","light_rail",0,1,1,0.668005,396000,435168.740948081,9.89109619901047,0
"606",2285,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW15","C",124,5,3.3,1.6,153,73,"Very Poor","owner-occupied",51.448886,-0.229633,88,56,3,"southfields","Thames Water",52500,"Kingston upon Thames","tube",1,0,0,1.5211872,531000,583513.20513814,9.88949249305834,0
"607",5655,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E9","C",46.1,2,1.7,1.7,250,240,"Average","rental (private)",51.543623,-0.029006,45,13,2,"hackney wick","Thames Water",46500,"Hackney","light_rail",0,0,1,0.2709304,313000,343830.752363696,9.85008062737895,0
"608",5525,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE3","C",59,3,1.3,1.3,127,127,"Average","owner-occupied",51.480763,0.015534,20,41,3,"westcombe park","Thames Water",59100,"Greenwich","rail",0,1,0,0.537511,340000,373450.680453541,9.83843542751202,0
"609",223,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE2","D",71,3,2.8,1.1,222,87,"Average","owner-occupied",51.493133,0.116315,70,1,4,"abbey wood","Thames Water",41900,"Greenwich","rail",0,1,0,0.6561984,3e+05,329100.983693131,9.70032789771018,0
"610",2334,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM12","D",78,4,4.1,1.3,302,95,"Average","owner-occupied",51.549788,0.220849,93,15,6,"hornchurch","Essex & Suffolk Water",51000,"Havering","tube",1,0,0,0.4685356,354000,388221.86969988,9.66719483047463,0
"611",11005,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"DA16","D",63.88,3,3.1,3,298,290,"Average","owner-occupied",51.466431,0.093887,35,60,4,"welling","Thames Water",49400,"Bexley","rail",0,1,0,0.4728854,226000,247844.007053704,9.6654898467716,0
"612",10673,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW19","D",48,2,2.2,1.4,258,166,"Average","owner-occupied",51.446671,-0.218163,78,57,3,"southfields","Thames Water",51400,"Merton","tube",1,0,0,0.6313424,236000,258737.204361875,9.63440862791317,0
"613",13517,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W5","E",76,3,5.1,1.4,397,102,"Average","owner-occupied",51.519995,-0.290686,67,43,3,"north ealing","Thames Water",62800,"Ealing","tube",1,0,0,0.264095,442000,484442.436195619,9.60236113023056,0
"614",13716,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW11","D",71,3,3.6,2.4,290,195,"Poor","rental (private)",51.461653,-0.173199,132,19,2,"clapham junction","Thames Water",65900,"Wandsworth","light_rail",0,1,1,0.3585478,507000,555639.867543916,9.59366223745877,0
"615",7223,NA,NA,"T","N","L",NA,NA,NA,"BAYSWATER",NA,NA,"W2","D",74,4,3.3,1.7,249,134,"Poor","owner-occupied",51.518222,-0.189861,200,31,2,"royal oak","Thames Water",56500,"Westminster","tube",2,0,0,0.1354652,804000,881117.464407882,9.59172442884108,0
"616",5906,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"TW12","C",77,5,2,0.9,148,62,"Average","owner-occupied",51.428386,-0.385593,75,19,6,"hampton","Thames Water",54700,"Richmond upon Thames","rail",0,1,0,1.2328576,425000,465694.385233702,9.57514946675346,0
"617",4745,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW13","D",56,3,3,1.3,315,133,"Average","owner-occupied",51.473397,-0.249217,26,8,3,"barnes bridge","Thames Water",66100,"Richmond upon Thames","rail",0,1,0,0.2131402,429000,469832.138270302,9.51798094878843,0
"618",3854,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM7","E",74,3,4.6,2.5,351,188,"Average","owner-occupied",51.583938,0.157656,161,21,6,"romford","Essex & Suffolk Water",46300,"Havering","light_rail",0,1,1,1.4932242,286000,313185.372732866,9.50537508142167,0
"619",4687,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E2","D",56,3,2.7,1.4,252,129,"Very Poor","rental (private)",51.527835,-0.075763,40,21,1,"shoreditch high street","Thames Water",48900,"Hackney","light_rail",0,0,1,0.3274778,456000,499285.52317084,9.49243929185089,0
"620",8338,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE28","C",73,3,1.6,1.6,124,124,"Average","rental (private)",51.502209,0.086101,73,3,4,"plumstead","Thames Water",49700,"Greenwich","rail",0,1,0,0.9613058,262000,286802.040413914,9.46642763889841,0
"621",5522,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"TW1","D",151,6,5.3,2.3,199,86,"Poor","owner-occupied",51.45582,-0.310774,106,10,4,"st margarets","Thames Water",70200,"Richmond upon Thames","rail",0,1,0,0.55926,1026000,1122326.47950419,9.38854576064222,0
"622",10355,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"DA15","F",55,2,6.4,5.6,689,597,"Average","rental (private)",51.442288,0.098279,145,35,5,"sidcup","Thames Water",56500,"Bexley","rail",0,1,0,0.6872684,227000,248265.815716506,9.36820075616997,0
"623",6342,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E18","D",70.08,4,4.3,3.1,365,264,"Average","owner-occupied",51.58689,0.01685,48,35,4,"snaresbrook","Thames Water",55000,"Redbridge","tube",1,0,0,0.5008484,336000,367437.913041124,9.35652173842969,0
"624",2709,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM12","E",87,4,5.6,1.1,363,72,"Average","owner-occupied",51.555238,0.20523,98,18,6,"elm park","Essex & Suffolk Water",52100,"Havering","tube",1,0,0,0.705289,385000,420775.597493524,9.29236298533091,0
"625",1019,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"CR0","C",115,5,3.7,1.3,182,61,"Good","owner-occupied",51.381714,-0.060515,90,59,3,"woodside","Thames Water",59100,"Croydon","light_rail",0,0,1,0.7102602,504000,550815.727470202,9.28883481551618,0
"626",2688,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"BR3","D",64,3,2.8,1.6,245,145,"Average","owner-occupied",51.415733,-0.029234,106,38,4,"beckenham junction","Thames Water",56300,"Bromley","light_rail",0,2,1,0.4710212,287000,313520.132148775,9.24046416333629,0
"627",6191,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E18","D",92,5,3.3,1.2,207,70,"Very Poor","owner-occupied",51.59705,0.033616,65,20,4,"south woodford","Thames Water",54400,"Redbridge","tube",1,0,0,0.4374656,462000,504490.348436346,9.19704511609226,0
"628",4127,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM11","F",86,5,6.8,2.6,472,183,"Average","owner-occupied",51.578047,0.21225,80,30,6,"gidea park","Essex & Suffolk Water",52600,"Havering","rail",0,1,0,0.6574412,402000,438862.390215336,9.169748809785,0
"629",12562,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"HA0","C",59,2,1.5,1.4,142,136,"Average","owner-occupied",51.551654,-0.296625,79,38,4,"wembley central","Affinity Water",48900,"Brent","tube",2,1,1,0.1037738,229000,249856.646901513,9.10770607052969,0
"630",12200,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"HA5","E",102,6,5.8,2.8,329,158,"Average","owner-occupied",51.581313,-0.384596,117,49,5,"eastcote","Affinity Water",75400,"Harrow","tube",2,0,0,0.8538036,614000,669677.914021472,9.06806417287812,0
"631",11527,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"TW12","C",80,5,2.7,1.1,190,72,"Average","owner-occupied",51.426466,-0.385244,78,19,6,"hampton","Thames Water",54700,"Richmond upon Thames","rail",0,1,0,1.3571376,481000,524315.107468243,9.00521984786759,0
"632",5532,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W2","C",56.67,2,2.3,2.2,212,201,"Very Poor","rental (private)",51.517603,-0.180056,195,32,1,"paddington","Thames Water",66700,"Westminster","tube",5,1,0,0.2914366,728000,793521.106921806,9.00015204969864,0
"633",13927,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW18","C",71.1,3,2.1,2,194,191,"Good","owner-occupied",51.463968,-0.190871,65,8,2,"wandsworth town","Thames Water",75500,"Wandsworth","rail",0,1,0,0.2908152,529000,576570.068835672,8.9924515757414,0
"634",11688,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE10","E",109.52,7,7.3,5.5,396,299,"Average","rental (private)",51.485831,0.012154,123,12,3,"westcombe park","Thames Water",63600,"Greenwich","rail",0,1,0,0.4530006,751000,818393.851496816,8.97388169065461,0
"635",6779,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E6","D",66,4,3.7,1.3,320,107,"Average","owner-occupied",51.526623,0.06225,135,4,3,"beckton","Thames Water",40400,"Newham","light_rail",0,0,1,0.981812,319000,347513.857489805,8.93851331968813,0
"636",12948,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"TW14","C",97,5,2.5,1.2,143,66,"Average","owner-occupied",51.451405,-0.417753,33,23,6,"feltham","Affinity Water",50600,"Hounslow","rail",0,1,0,0.5039554,386000,420292.2153891,8.88399362411916,0
"637",15534,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"DA16","D",90,5,4.3,1.7,273,104,"Average","owner-occupied",51.473109,0.117102,91,51,4,"welling","Thames Water",51300,"Bexley","rail",0,1,0,1.0911784,366000,398291.405063001,8.82278826857961,0
"638",1034,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM14","D",83,4,4.4,0.8,298,53,"Average","owner-occupied",51.571086,0.268671,88,27,6,"upminster","Essex & Suffolk Water",48100,"Havering","tube",1,0,1,1.5168374,335000,364553.060512633,8.82180910824875,0
"639",755,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"TW4","E",102,5,5.5,2.7,307,149,"Good","owner-occupied",51.465258,-0.377987,60,25,4,"hounslow central","Thames Water",51700,"Hounslow","tube",1,0,0,0.8643674,475000,516358.192112356,8.70698781312766,0
"640",14492,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW19","D",62,3,2,1.9,190,181,"Average","rental (private)",51.429154,-0.190621,180,14,3,"haydons road","Thames Water",75000,"Merton","rail",0,1,0,0.2131402,393000,427104.756800935,8.67805516563226,0
"641",1495,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E6","D",127,5,5.5,2.3,246,101,"Average","owner-occupied",51.529452,0.046518,108,7,3,"upton park","Thames Water",48300,"Newham","tube",2,0,0,0.9370712,492000,534478.407209564,8.63382260356999,0
"642",10820,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"UB5","D",98,5,5,1.3,288,74,"Average","owner-occupied",51.550228,-0.355539,104,40,5,"northolt","Affinity Water",53500,"Ealing","tube",1,0,0,0.7214454,461000,500754.952221693,8.62363388756899,0
"643",14056,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SM6","E",80,5,4.6,1,325,68,"Poor","owner-occupied",51.374289,-0.155356,127,29,4,"hackbridge","SES Water",53400,"Sutton","rail",0,1,0,0.431873,381000,413776.766356414,8.60282581533168,0
"644",6,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE8","C",45,2,2.6,2.2,328,278,"Average","owner-occupied",51.467334,-0.014903,102,8,2,"elverson road","Thames Water",50700,"Lewisham","light_rail",0,1,1,0.1348438,251000,272523.491464974,8.57509620118493,0
"645",6430,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"UB3","D",61,3,2.9,0.7,270,58,"Average","owner-occupied",51.495567,-0.425833,153,28,5,"hayes and harlington","Affinity Water",52200,"Hillingdon","rail",0,1,0,0.7376018,305000,331010.42137831,8.52800700928199,0
"646",5574,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"EN3","C",29,2,1.3,0.9,245,166,"Good","owner-occupied",51.675854,-0.040077,127,19,6,"turkey street","Thames Water",46000,"Enfield","light_rail",0,0,1,0.4498936,172000,186661.72881916,8.52426094137206,0
"647",11659,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E3","D",68.12,4,4,3.9,347,343,"Good","owner-occupied",51.534341,-0.029407,6,14,2,"bow road","Thames Water",46200,"Tower Hamlets","tube",2,0,0,0.8289476,370000,401317.394869999,8.46416077567534,0
"648",12974,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW1P","C",76,3,2.4,1.3,182,101,"Average","owner-occupied",51.496244,-0.134187,40,13,1,"st. james's park","Thames Water",57500,"Westminster","tube",2,0,0,0.4157166,847000,917924.549192887,8.37361855878238,0
"649",7211,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"IG1","D",103,5,4.4,1.6,240,87,"Poor","owner-occupied",51.557405,0.085627,115,13,4,"seven kings","Essex & Suffolk Water",50400,"Redbridge","rail",0,1,0,1.003561,385000,417153.372997355,8.35152545385835,0
"650",13801,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"NW9","D",80,4,4.5,1,318,71,"Average","owner-occupied",51.590664,-0.278276,44,50,4,"kingsbury","Affinity Water",50200,"Brent","tube",1,0,0,0.3834038,443000,479991.841136927,8.35030273971263,0
"651",14999,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM7","C",105,6,2.9,1.2,158,61,"Good","owner-occupied",51.568065,0.184785,86,11,6,"romford","Essex & Suffolk Water",48400,"Havering","light_rail",0,1,1,0.8525608,363000,393169.230418614,8.31108275994887,0
"652",15658,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SM1","E",102,5,5.5,2.1,283,107,"Average","owner-occupied",51.366384,-0.179492,65,48,5,"carshalton","SES Water",62800,"Sutton","rail",0,1,0,0.7506512,477000,516491.711826591,8.27918486930633,0
"653",9009,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"CR0","E",106,5,6.2,1.8,330,94,"Good","owner-occupied",51.379401,-0.06695,53,60,3,"addiscombe","Thames Water",59100,"Croydon","light_rail",0,0,1,0.4182022,478000,517494.723403708,8.26249443592224,0
"654",12213,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"TW11","C",43.5,2,1.8,1.4,253,194,"Average","rental (private)",51.420023,-0.32406,43,11,6,"teddington","Thames Water",64300,"Richmond upon Thames","rail",0,1,0,0.6064864,263000,284579.697803535,8.20520829031761,0
"655",10491,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"HA3","E",183,7,13,4.1,395,125,"Average","owner-occupied",51.60896,-0.337286,40,83,5,"headstone lane","Affinity Water",56200,"Brent","light_rail",0,0,1,1.5336152,781000,844686.90786976,8.15453365809985,0
"656",9410,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW7","C",146,5,4.1,2.4,159,93,"Average","owner-occupied",51.494444,-0.174654,83,13,1,"south kensington","Thames Water",70100,"Kensington and Chelsea","tube",3,0,0,0.1106092,2152000,2327389.18199823,8.15005492556842,0
"657",4173,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"KT3","D",86.48,5,5.3,4.2,275,218,"Good","owner-occupied",51.397559,-0.236345,92,18,4,"motspur park","Thames Water",67300,"Kingston upon Thames","rail",0,1,0,0.2870868,531000,574233.70912391,8.14194145459697,0
